"decimalLongitude","decimalLatitude","category","kingdom","phylum","class","order","family","genus","speciesFixed","year","month","hour","userNumber","original.inat.taxonID","id"
-122.5891418457,37.9092483521,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rhamnaceae","Ceanothus","Ceanothus cuneatus",2009,2,22,1,49673,1621
-122.5877456665,37.9103813171,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Orobanchaceae","Pedicularis","Pedicularis densiflora",2009,2,22,1,49645,1622
-122.5888366699,37.9036941528,"Invertebrate","Animalia","Arthropoda","Insecta","Coleoptera","Coccinellidae","Hippodamia","Hippodamia convergens",2009,2,0,1,48987,1623
-122.5888977051,37.9036445618,"Plant","Plantae","Magnoliophyta","Liliopsida","Liliales","Liliaceae","Scoliopus","Scoliopus bigelovii",2009,2,0,1,48990,1624
-122.5893325806,37.9038619995,"Plant","Plantae","Magnoliophyta","Liliopsida","Liliales","Melanthiaceae","Trillium","Trillium ovatum",2009,2,23,1,49463,1625
-122.5921783447,37.9042396545,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Cardamine","Cardamine californica",2009,2,23,1,49651,1626
-122.5954437256,37.9062309265,"Plant","Plantae","Magnoliophyta","Liliopsida","Liliales","Liliaceae","Scoliopus","Scoliopus bigelovii",2009,2,23,1,48990,1627
-122.516242981,37.5203895569,"Invertebrate","Animalia","Mollusca","Gastropoda","Nudibranchia","Rostangidae","Rostanga","Rostanga pulchra",2008,2,21,1,47473,1689
-122.5163269043,37.5203704834,"Invertebrate","Animalia","Mollusca","Gastropoda","Nudibranchia","Fionidae","Abronica","Abronica abronia",2007,3,21,1,544324,2060
-122.5168533325,37.5208053589,"Invertebrate","Animalia","Arthropoda","Malacostraca","Decapoda","Panopeidae","Lophopanopeus","Lophopanopeus bellus",2009,3,16,1,50818,2187
-122.5168838501,37.5207443237,"Invertebrate","Animalia","Mollusca","Gastropoda","Nudibranchia","Dorididae","Doris","Doris montereyensis",2009,3,16,1,47469,2188
-122.5168533325,37.5206184387,"Invertebrate","Animalia","Mollusca","Gastropoda","Nudibranchia","Dotidae","Doto","Doto amyra",2009,3,16,1,47655,2189
-122.5161819458,37.5200767517,"Invertebrate","Animalia","Mollusca","Gastropoda","Nudibranchia","Discodorididae","Diaulula","Diaulula sandiegensis",2009,3,15,1,508884,2190
-122.5161895752,37.520198822,"Invertebrate","Animalia","Mollusca","Gastropoda","Nudibranchia","Rostangidae","Rostanga","Rostanga pulchra",2009,3,14,1,47473,2191
-122.5164031982,37.5204200745,"Invertebrate","Animalia","Echinodermata","Holothuroidea","Dendrochirotida","Psolidae","Lissothuria","Lissothuria nutriens",2008,2,21,1,49484,2831
-122.518264,37.522765,"Invertebrate","Animalia","Mollusca","Polyplacophora","Chitonida","Tonicellidae","Tonicella","Tonicella lokii",2008,2,20,1,50886,3072
-122.5146865845,37.5174102783,"Invertebrate","Animalia","Mollusca","Polyplacophora","Chitonida","Tonicellidae","Tonicella","Tonicella lineata",2008,2,22,1,47425,3073
-122.7914886475,38.0412902832,"Mammal","Animalia","Chordata","Mammalia","Carnivora","Felidae","Lynx","Lynx rufus",2009,8,1,1,41976,3192
-122.2814407349,37.4617233276,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Phrymaceae","Mimulus","Mimulus douglasii",2010,3,20,1,54486,5911
-122.2820968628,37.46301651,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Myrtales","Onagraceae","Tetrapteron","Tetrapteron graciliflorum",2010,3,20,1,79338,5912
-122.2822341919,37.462928772,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Phrymaceae","Mimulus","Mimulus douglasii",2010,3,20,1,54486,5913
-122.2863388062,37.4641036987,"Fungi","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Amanitaceae","Amanita","Amanita velosa",2010,3,19,1,51314,5915
-122.2825469971,37.4643363953,"Plant","Plantae","Magnoliophyta","Liliopsida","Asparagales","Orchidaceae","Corallorhiza","Corallorhiza striata",2010,3,21,1,50708,5938
-122.6083526611,37.9049263,"Plant","Plantae","Magnoliophyta","Liliopsida","Asparagales","Orchidaceae","Calypso","Calypso bulbosa",2010,3,20,1,47215,6220
-122.6129226685,37.8961601257,"Plant","Plantae","Magnoliophyta","Liliopsida","Liliales","Liliaceae","Prosartes","Prosartes smithii",2010,3,23,1,57506,6225
-122.6152496338,37.8950004578,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Rubus","Rubus spectabilis",2010,3,23,1,47543,6226
-122.6203231812,37.8925514221,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Dipsacales","Adoxaceae","Sambucus","Sambucus racemosa",2010,3,22,1,57824,6227
-122.6256103516,37.9030380249,"Plant","Plantae","Magnoliophyta","Liliopsida","Asparagales","Orchidaceae","Corallorhiza","Corallorhiza maculata",2010,3,21,1,49475,6228
-122.6088790894,37.9055175781,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Ericales","Ericaceae","Pyrola","Pyrola picta",2010,3,20,1,62239,6231
-122.4862136841,37.5656166077,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Lamiaceae","Lepechinia","Lepechinia calycina",2010,5,21,1,57114,7359
-122.4497070313,37.6122741699,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Sapindales","Anacardiaceae","Toxicodendron","Toxicodendron diversilobum",2010,12,NA,8,51080,9294
-122.4509963989,37.6105041504,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Boraginales","Boraginaceae","Eriodictyon","Eriodictyon californicum",2010,12,NA,8,57095,9297
-122.4583740234,37.6056785583,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Acaena","Acaena pinnatifida",2010,12,NA,8,61224,9298
-122.456703186,37.6139602661,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Eriophyllum","Eriophyllum staechadifolium",2010,12,NA,8,60963,9299
-122.4507369995,37.6119346619,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Holodiscus","Holodiscus discolor",2010,12,NA,8,53414,9303
-122.4498977661,37.6124038696,"Plant","Plantae","Equisetophyta","Equisetopsida","Equisetales","Equisetaceae","Equisetum","Equisetum hyemale",2010,12,NA,8,53910,9304
-122.4563369751,37.6085624695,"Plant","Plantae","Pteridophyta","Polypodiopsida","Polypodiales","Polypodiaceae","Polypodium","Polypodium scouleri",2010,12,NA,8,64288,9306
-122.4524765015,37.6168899536,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rhamnaceae","Ceanothus","Ceanothus thyrsiflorus",2010,12,NA,8,56617,9311
-122.4527511597,37.6173591614,"Mammal","Animalia","Chordata","Mammalia","Lagomorpha","Leporidae","Sylvilagus","Sylvilagus bachmani",2010,12,NA,8,43112,9313
-122.4509735107,37.611656189,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rhamnaceae","Rhamnus","Rhamnus crocea",2010,12,NA,8,57243,9314
-122.4505691528,37.6133613586,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Saxifragales","Grossulariaceae","Ribes","Ribes menziesii",2010,12,NA,8,52687,9316
-122.4585037231,37.6048736572,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Apiales","Apiaceae","Heracleum","Heracleum maximum",2010,12,NA,8,53094,9317
-122.4587020874,37.6075363159,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Ericales","Ericaceae","Vaccinium","Vaccinium ovatum",2010,12,NA,8,48349,9318
-122.4511642456,37.610710144,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Prunus","Prunus ilicifolia",2010,12,NA,8,57250,9319
-122.4534835815,37.6105041504,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Cirsium","Cirsium vulgare",2010,12,NA,8,52989,9320
-122.4603042603,37.6100158691,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Saxifragales","Crassulaceae","Dudleya","Dudleya farinosa",2010,12,NA,8,51889,9321
-122.4520263672,37.6093482971,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Phrymaceae","Mimulus","Mimulus aurantiacus",2010,12,NA,8,48858,9322
-122.4818730354,37.8276905511,"Bird","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Zonotrichia","Zonotrichia leucophrys",2010,12,NA,8,9176,9507
-122.4812078476,37.8300022952,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Phrymaceae","Mimulus","Mimulus aurantiacus",2010,12,NA,8,48858,9543
-122.454922,37.805816,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","Lupinus","Lupinus chamissonis",2008,4,22,16,61011,11463
-122.4522829056,37.6146529515,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Boraginales","Boraginaceae","Eriodictyon","Eriodictyon californicum",2010,6,15,16,57095,11470
-122.4539995193,37.6108454493,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Malvales","Malvaceae","Sidalcea","Sidalcea malviflora",2010,6,17,16,48795,11471
-122.4520683289,37.615455221,"Plant","Plantae","Magnoliophyta","Liliopsida","Asparagales","Orchidaceae","Piperia","Piperia elegans",2009,8,20,16,132362,11472
-122.4531841278,37.6181067305,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Lamiaceae","Monardella","Monardella villosa",2010,6,15,16,52181,11474
-122.4532699585,37.6181067305,"Plant","Plantae","Magnoliophyta","Liliopsida","Liliales","Liliaceae","Calochortus","Calochortus albus",2010,6,16,16,51315,11475
-122.4532699585,37.6185826325,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Sapindales","Anacardiaceae","Toxicodendron","Toxicodendron diversilobum",2007,8,20,16,51080,11476
-122.4780750275,37.5764875281,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Saxifragales","Grossulariaceae","Ribes","Ribes sanguineum",2011,2,NA,15,53436,11676
-122.4789762497,37.5767086066,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Ericales","Ericaceae","Vaccinium","Vaccinium ovatum",2011,2,NA,15,48349,11677
-122.4906743801,37.7922800216,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Erysimum","Erysimum franciscanum",2011,2,21,16,57402,11840
-122.4338293076,37.8061899056,"Plants","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","Undaria pinnatifida",2009,5,NA,25,68786,13556
-122.7237843,38.0247079,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Myrtales","Onagraceae","Clarkia","Clarkia concinna",2010,5,NA,25,51854,13636
-122.7237843,38.0247079,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Ranunculales","Ranunculaceae","Aquilegia","Aquilegia formosa",2010,5,NA,25,48244,13637
-122.471996005,37.8092437899,"Plant","Plantae","Magnoliophyta","Liliopsida","Liliales","Liliaceae","Calochortus","Calochortus umbellatus",2011,4,19,25,51054,13943
-122.4992752075,37.5014530336,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Malvales","Malvaceae","Sidalcea","Sidalcea malviflora",2011,4,NA,28,48795,14656
-122.4991035461,37.5018275427,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Fragaria","Fragaria chiloensis",2011,4,NA,28,55367,14657
-122.4306793213,37.8575172424,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Montiaceae","Claytonia","Claytonia perfoliata",2011,4,19,29,52994,14758
-122.4253005981,37.8680419922,"Plant","Plantae","Magnoliophyta","Liliopsida","Asparagales","Iridaceae","Iris","Iris douglasiana",2011,4,20,29,50854,14762
-122.4318389893,37.8696746826,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Ericales","Ericaceae","Arbutus","Arbutus menziesii",2011,4,21,29,51046,14763
-122.4788589478,37.8223266602,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","Quercus agrifolia",2011,4,19,29,47850,14767
-122.4383010864,37.8568267822,"Plant","Plantae","Magnoliophyta","Liliopsida","Asparagales","Iridaceae","Sisyrinchium","Sisyrinchium bellum",2011,4,19,29,49918,14768
-122.43775177,37.8571624756,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Ranunculales","Papaveraceae","Eschscholzia","Eschscholzia californica",2011,4,19,29,48225,14769
-122.6107881,37.8890472,"Plant","Plantae","Magnoliophyta","Liliopsida","Liliales","Liliaceae","Scoliopus","Scoliopus bigelovii",2010,3,NA,25,48990,15538
-122.613129,37.90718,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","Lupinus","Lupinus nanus",2009,4,15,16,50612,15571
-122.612421,37.909575,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Ericales","Polemoniaceae","Gilia","Gilia clivorum",2009,4,20,16,56630,15572
-122.6798207935,37.9414800166,"Plant","Plantae","Pinophyta","Pinopsida","Pinales","Cupressaceae","Cupressus","Cupressus sargentii",2008,12,19,16,83149,15577
-122.5379257202,37.8585128784,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Baccharis","Baccharis pilularis",2011,5,18,25,53359,16510
-122.53881073,37.8577232361,"Mammal","Animalia","Chordata","Mammalia","Carnivora","Felidae","Lynx","Lynx rufus",2011,5,18,25,41976,16511
-122.5398788452,37.8497581482,"Plant","Plantae","Magnoliophyta","Liliopsida","Asparagales","Iridaceae","Sisyrinchium","Sisyrinchium californicum",2011,5,19,25,60550,16512
-122.5401611328,37.8495674133,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Phrymaceae","Mimulus","Mimulus guttatus",2011,5,19,25,48014,16513
-122.5408706665,37.8492355347,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Geraniales","Geraniaceae","Erodium","Erodium botrys",2011,5,19,25,57090,16514
-122.5456314087,37.8492050171,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Pseudognaphalium","Pseudognaphalium californicum",2011,5,19,25,53077,16515
-122.5404205322,37.849319458,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Rumex","Rumex acetosella",2011,5,20,25,53195,16519
-122.5359573364,37.8604202271,"Bird","Animalia","Chordata","Aves","Galliformes","Odontophoridae","Callipepla","Callipepla californica",2011,5,20,25,1409,16523
-122.2822093964,37.4623235089,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Ranunculales","Papaveraceae","Platystemon","Platystemon californicus",2011,4,NA,15,51288,16856
-122.290545,37.467596,"Plant","Plantae","Magnoliophyta","Liliopsida","Liliales","Liliaceae","Calochortus","Calochortus argillosus",2010,6,19,16,64330,17438
-122.452111,37.614278,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Eriophyllum","Eriophyllum confertiflorum",2010,6,15,16,53397,17440
-122.458462,37.60634,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Orobanchaceae","Castilleja","Castilleja affinis",2010,6,16,16,50042,17441
-122.450566,37.613343,"Plant","Plantae","Magnoliophyta","Liliopsida","Liliales","Liliaceae","Calochortus","Calochortus albus",2010,6,16,16,51315,17442
-122.45254,37.616709,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Ranunculales","Ranunculaceae","Delphinium","Delphinium californicum",2010,6,15,16,51858,17444
-122.5828691345,37.9094938217,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Malpighiales","Linaceae","Hesperolinon","Hesperolinon congestum",2011,5,19,25,57134,17697
-122.287964,37.468397,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Achyrachaena","Achyrachaena mollis",2011,5,16,1,56852,17992
-122.5336990356,37.8561515808,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Leucanthemum","Leucanthemum vulgare",2011,5,20,1,56057,18679
-122.5345153809,37.8533973694,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Heterotheca","Heterotheca sessiliflora",2011,5,20,1,61170,18681
-122.5322341919,37.8438491821,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Ranunculales","Ranunculaceae","Delphinium","Delphinium californicum",2011,5,21,1,51858,18683
-122.5357131958,37.8430404663,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Cucurbitales","Cucurbitaceae","Marah","Marah fabacea",2011,5,21,1,205330,18684
-122.5391616821,37.845375061,"Herp","Animalia","Chordata","Reptilia","Squamata","Colubridae","Thamnophis","Thamnophis elegans",2011,5,21,1,28398,18685
-122.5103344133,37.8433125853,"Invertebrate","Animalia","Mollusca","Gastropoda","Stylommatophora","Arionidae","Ariolimax","Ariolimax californicus",2011,6,NA,25,48213,20802
-122.5374913216,37.8580323464,"Herp","Animalia","Chordata","Reptilia","Squamata","Colubridae","Coluber","Coluber constrictor",2011,6,17,3,200661,20823
-122.51953125,37.8575071563,"Herp","Animalia","Chordata","Reptilia","Squamata","Colubridae","Thamnophis","Thamnophis elegans",2011,6,17,3,28398,20824
-122.538736,37.85256,"Herp","Animalia","Chordata","Reptilia","Squamata","Colubridae","Thamnophis","Thamnophis elegans",2011,6,18,3,28398,20827
-122.478793,37.577854,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Saxifragales","Grossulariaceae","Ribes","Ribes sanguineum",2011,2,16,16,53436,21546
-122.475328,37.578985,"Plant","Plantae","Magnoliophyta","Liliopsida","Liliales","Melanthiaceae","Trillium","Trillium chloropetalum",2011,2,15,16,50823,21547
-122.477248,37.576579,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Cucurbitales","Cucurbitaceae","Marah","Marah oregana",2011,2,15,16,77960,21548
-122.477248,37.576579,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Boraginales","Boraginaceae","Cynoglossum","Cynoglossum grande",2011,2,16,16,49142,21549
-122.477248,37.576579,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Lamiaceae","Stachys","Stachys bullata",2011,2,15,16,58930,21550
-122.477248,37.576579,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Garryales","Garryaceae","Garrya","Garrya elliptica",2011,2,15,16,53399,21552
-122.295207,37.465889,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Ericales","Polemoniaceae","Navarretia","Navarretia heterodoxa",2010,6,17,16,57209,21738
-122.295207,37.465889,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","Dipsacus","Dipsacus sativus",2010,6,17,16,53028,21739
-122.291972,37.466233,"Plant","Plantae","Magnoliophyta","Liliopsida","Liliales","Liliaceae","Calochortus","Calochortus argillosus",2010,6,17,16,64330,21740
-122.289896,37.46778,"Plant","Plantae","Magnoliophyta","Liliopsida","Liliales","Liliaceae","Calochortus","Calochortus luteus",2010,6,17,16,51077,21741
-122.289896,37.46778,"Plant","Plantae","Magnoliophyta","Liliopsida","Asparagales","Themidaceae","Brodiaea","Brodiaea elegans",2010,6,17,16,51752,21742
-122.5741195679,37.8610309412,"Herp","Animalia","Chordata","Amphibia","Caudata","Salamandridae","Taricha","Taricha torosa",2007,3,7,26,27818,24961
-122.5174249176,37.8220510312,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Grindelia","Grindelia hirsutula",2011,7,19,25,55364,25408
-122.5383071899,37.856678009,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Malpighiales","Linaceae","Linum","Linum bienne",2011,8,18,1,55679,27047
-122.544917,37.850152,"Herp","Animalia","Chordata","Reptilia","Squamata","Anguidae","Elgaria","Elgaria coerulea",2011,8,19,1,32068,27097
-122.536817,37.85045,"Herp","Animalia","Chordata","Reptilia","Squamata","Colubridae","Pituophis","Pituophis catenifer",2011,8,19,1,29044,27098
-122.538167,37.853044,"Herp","Animalia","Chordata","Amphibia","Caudata","Salamandridae","Taricha","Taricha granulosa",2011,8,19,1,27826,27099
-122.53782,37.856119,"Herp","Animalia","Chordata","Reptilia","Squamata","Anguidae","Elgaria","Elgaria multicarinata",2011,8,18,1,32055,27100
-122.4939537048,37.6256528171,"Herp","Animalia","Chordata","Amphibia","Anura","Hylidae","Pseudacris","Pseudacris sierra",2011,8,NA,19,120720,29524
-122.4912500381,37.6258703504,"Invertebrate","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Lophocampa","Lophocampa maculata",2011,8,NA,19,67691,29526
-122.4922370911,37.6206221778,"Herp","Animalia","Chordata","Reptilia","Squamata","Colubridae","Thamnophis","Thamnophis elegans",2011,8,NA,19,28398,29527
-122.4948978424,37.6268084564,"Bird","Animalia","Chordata","Aves","Passeriformes","Corvidae","Corvus","Corvus brachyrhynchos",2011,8,NA,19,8021,29528
-122.4921512604,37.6200783045,"Invertebrate","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Bombus","Bombus vosnesenskii",2011,8,NA,19,57689,29531
-122.4950695038,37.6252789299,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Malvales","Malvaceae","Malva","Malva arborea",2011,8,NA,19,77950,29532
-122.4939966202,37.6241708531,"Invertebrate","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Orgyia","Orgyia vetusta",2011,8,NA,19,61908,29540
-122.4942755699,37.6205270002,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Cirsium","Cirsium vulgare",2011,8,NA,19,52989,29541
-122.4929666519,37.6200103201,"Bird","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Melospiza","Melospiza melodia",2011,8,NA,19,9100,29542
-122.4936532974,37.62313754,"Mammal","Animalia","Chordata","Mammalia","Carnivora","Canidae","Vulpes","Vulpes vulpes",2011,8,NA,19,42069,29546
-122.4936532974,37.62313754,"Bird","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Elanus","Elanus leucurus",2011,8,NA,19,5277,29548
-122.331457297,37.4506831209,"Herp","Animalia","Chordata","Reptilia","Squamata","Colubridae","Lampropeltis","Lampropeltis californiae",2011,9,18,8,146199,30646
-122.4949836731,37.6267404781,"Bird","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Buteo","Buteo jamaicensis",2011,9,NA,19,5212,30864
-122.4949836731,37.6267404781,"Bird","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Ardea","Ardea herodias",2011,9,NA,19,4956,30865
-122.4949836731,37.6258567548,"Plant","Plantae","Chlorophyta","Ulvophyceae","Trentepohliales","Trentepohliaceae","Trentepohlia","Trentepohlia aurea",2011,9,NA,19,68608,30866
-122.4946403503,37.6260606919,"Plant","Plantae","Magnoliophyta","Liliopsida","Asparagales","Amaryllidaceae","Amaryllis","Amaryllis belladonna",2011,9,NA,19,61827,30867
-122.5497436523,37.8466636845,"Herp","Animalia","Chordata","Reptilia","Squamata","Colubridae","Pituophis","Pituophis catenifer",2011,9,NA,62,51440,30992
-122.3100507259,37.4765609902,"Mammal","Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Odocoileus","Odocoileus hemionus",2010,5,NA,68,42220,35494
-122.5020056963,37.8336960181,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Cirsium","Cirsium vulgare",2010,7,NA,68,52989,36361
-122.543810606,37.847595608,"Herp","Animalia","Chordata","Reptilia","Squamata","Colubridae","Thamnophis","Thamnophis elegans",2010,7,NA,68,28398,36365
-122.5546735525,37.8815265415,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Madia","Madia sativa",2010,7,NA,68,53143,36376
-122.6396995783,37.8971548384,"Bird","Animalia","Chordata","Aves","Charadriiformes","Laridae","Larus","Larus heermanni",2010,8,NA,68,4353,36384
-122.4981164932,37.7815218846,"Bird","Animalia","Chordata","Aves","Caprimulgiformes","Trochilidae","Calypte","Calypte anna",2011,10,NA,21,6317,37340
-122.511677742,37.7666506257,"Bird","Animalia","Chordata","Aves","Charadriiformes","Laridae","Larus","Larus occidentalis",2011,11,12,8,4345,40750
-122.5112056732,37.766182458,"Bird","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Calidris","Calidris alba",2011,11,12,8,3849,40751
-122.4511241913,37.6096079683,"Bird","Animalia","Chordata","Aves","Passeriformes","Vireonidae","Vireo","Vireo huttoni",2011,12,NA,8,17375,41080
-122.4503517151,37.6131435714,"Bird","Animalia","Chordata","Aves","Passeriformes","Corvidae","Corvus","Corvus corax",2011,12,NA,8,8010,41081
-122.4568319321,37.6069697558,"Herp","Animalia","Chordata","Reptilia","Squamata","Colubridae","Thamnophis","Thamnophis elegans",2011,12,NA,8,28398,41082
-122.4514245987,37.6144489832,"Bird","Animalia","Chordata","Aves","Passeriformes","Corvidae","Aphelocoma","Aphelocoma californica",2011,12,NA,8,506118,41083
-122.4506092072,37.6117837439,"Bird","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Passerella","Passerella iliaca",2011,12,NA,8,9156,41084
-122.4583339691,37.6062761885,"Bird","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Zonotrichia","Zonotrichia atricapilla",2011,12,NA,8,9185,41085
-122.4581623077,37.607364133,"Invertebrate","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Vanessa","Vanessa annabella",2011,12,NA,8,50786,41086
-122.4586343765,37.6120013188,"Bird","Animalia","Chordata","Aves","Passeriformes","Icteridae","Sturnella","Sturnella neglecta",2011,12,NA,8,9535,41087
